idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
201014;Koňok - Gorbunok;m;1947;90;54.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/044/44814_4a38bb.jpg;https://www.csfd.cz/film/201014-konik-hrbacik/;Sovětský svaz;Animovaný / Rodinný / Fantasy;Конёк-Горбунок;Za sedmero horami a sedmero moři žili, byli tři bratři. Nestarší byl moudrý, prostřední se neztratil, jen toho nejmladšího považovali všichni za hlupáka. Někdo škodil jejich poli, obilí vždy přes noc, uváleno celé bylo. I vydali se bratři pole hlídat, a že ti dva starší měli pod čepicí, poslali nejmladšího Ivana, aby kolem lánu chodil, a sami zatím, do stohu se natáhli. Té noci však Ivana potkalo štěstí, o kterém si teď vyslechněte pohádku. (dopitak);;koně;;;Ivan Ivanov-Vano;Valentina Sperantova;Pjotr Jeršov;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
70594;The Wire - Špína Baltimoru;s;2002;90;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/878/159878972_6d4737.jpg;https://www.csfd.cz/film/70594-the-wire-spina-baltimoru/;USA;Drama / Krimi / Thriller;The Wire;Tento realistický kriminální seriál z produkce HBO, jehož autorem je scenárista David Simon, tvůrce trojdílné minisérie The Corner, oceněné prestižní cenou Emmy, vypráví o vyšetřování případů spjatých s drogami a vraždami v Baltimore. Sleduje je z nejrůznějších úhlů, jak očima policie, tak těch, co stojí proti ní, a zachycuje svět plný úskoků i stálého sledování, v němž lze snadno překročit tenkou hranici mezi dobrem a zlem, zločinem a trestem. První řada se soustřeďuje na leckdy marné úsilí policie infiltrovat se do drogového kartelu v západním Baltimore, v jehož čele stojí Avon Barksdale a jeho pobočník Stringer Bell. (HBO Europe);V TV od 02.06.2002 Home Box Office;policie, město, vyšetřování, politika, drogy, podsvětí (svět zločinu), korupce, drogový dealer, ghetto, válka gangů, Maryland, Baltimore;5.0;60.0;Ernest R. Dickerson, Daniel Attias, Clark Johnson;Dominic West, John Doman, Clarke Peters, Frankie Faison, Deirdre Lovejoy, Wendell Pierce, Lance Reddick, Andre Royo, Sonja Sohn, Seth Gilliam;;https://www.hbomax.com/cz/en/shows/wire/1bc3aff5-0d6a-4c0b-8ed0-5716ca30ab3b<br>http://www.hbo.eu<br>http://www.hbo.eu<br>https://www.hbomax.com/cz/en/shows/wire/1bc3aff5-0d6a-4c0b-8ed0-5716ca30ab3b<br>http://www.hbo.com/thewire/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
320922;Half in the Bag;m;2011;90;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/102/641/102641465_0lg786.jpg;https://www.csfd.cz/film/320922-half-in-the-bag/;USA;Komedie / Talk-show;;Filmové recenze už nikdy nebudou stejné. Takový názor si uděláte po zhlédnutí webového pořadu produkční společnosti Red Letter Media, ve kterém poloprofesionální filmaři Mike Stoklasa a Jay Baumann komentují a rozebírají nejnovější blockbustery, nezávislé filmy nebo děsivé amatérské výtvory. Nechybí všeobecný přehled, seriózní nadhled a hlavně specifický humor, který tihle dva líní opraváři videorekordérů rozhodně nepostrádají. (Brousitch);;pivo;;;Mike Stoklasa, Jay Bauman;Mike Stoklasa, Jay Bauman, Rich Evans, Josh Davis, Jack Packard, Tim Heidecker, Jessi Nakles, Alexandre O. Philippe, Macaulay Culkin, Lora Story;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
325531;Being: Liverpool;m;2012;90;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/224/158224740_e45cff.jpg;https://www.csfd.cz/film/325531-being-liverpool/;Velká Británie;Sportovní;;Fascinujúci pohľad na prácu nového manažéra Brendana Rodgersa, ktorý sa na futbalový štadión Anfield snaží priniesť nový futbalový štýl. Natáčanie dokumentu začalo pár dní po finále FA Cupu porážkou Chelsea na konci sezóny 2011/12. Aj keď Liverpool FC vyhrali ligový pohár rekordný ôsmy raz a dostali sa do finále FA Cupu, zasiahla ich chýbajúca forma a skončili na ôsmom mieste. Táto pozícia bola ich najnižšou v Premier League od roku 1994, čo v máji viedlo k prepusteniu legendárneho Kennyho Dalglisha z trénerskej stoličky. Kamery mali plný prístup ku všetkým aspektom klubu a hráčom, a to na ihrisku, v tréningovom centre, v telocvičniach, šatniach a zasadacích miestnostiach, na schôdzkach tímu i doma. Seriál zachytáva proces náboru nového manažéra a okamih príchodu Brendana Rodgersa prezývaného 'Buck' do Melwoodu o dva týždne neskôr, tesne pred začiatkom severoamerického turné LFC. (sigiMAN);;;;;;Clive Owen, Kenny Dalglish;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
226383;Iron Maiden: Death On The Road;m;2006;90;60.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/071/71660_63ecba.jpg;https://www.csfd.cz/film/226383-iron-maiden-death-on-the-road/;Velká Británie;Hudební / Dokumentární;Iron Maiden: Death on the Road;Na podzim roku 2003, 24. listopadu, předvedli Iron Maiden svou dosud nejvýpravnější a nejvíce strhující show během světového turné k albu Dance of Death. Bylo zachyceno během koncertu ve Westfallenhalle v Dortmundu a pečlivě sestříháno Stevem Harrisem, Záznam vás přenese přímo do centra dění plného síly, dramatu a výborné podívané, jako byste byli v první řadě! Více než dvě hodiny bonusů obsahují mimo jiné celovečerní dokument o nahrávání alba Dance of Death včetně přípravy celé tour a pohledů do zákulisí kapely. Navíc mezi bonusy najdete promo videa z alba Dance of Death, fotky a artworky, galerie, rozhovory s kapelou a fanoušky a spoustu dalšího, což vám umožní udělat si kompletní obrázek o albu a turné.;;;;;;Bruce Dickinson, Dave Murray, Janick Gers, Adrian Smith, Nicko McBrain, Steve Harris;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
251680;Nepřítelem osudu;m;2008;90;34.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/068/68516_64ff0e.jpg;https://www.csfd.cz/film/251680-nepritelem-osudu/;Česko;Dokumentární / Krátkometrážní / Životopisný;;Životní příběh hrdinného válečného pilota Františka Truhláře, který se stal členem tvz. Klubu pokusných morčat (Guinea Pig Club). Po více jak 60 letech vznikl první film o jednom z nejstatečnějších bojovníků naší vlasti, který svým hrdinstvím a láskou k rodné zemi bude navždy příkladem k zamyšlení a vzorem výjimečnosti v míře sebeobětování. Podle knižní předlohy spisovatele Vítka Formánka, provází vypravěč Zdeněk Svěrák neuvěřitelným životním příběhem hrdinného válečného pilota Františka Truhláře, který se dobrovolně rozhodl v roce 1939 opustit vlast a bojovat za naší svobodu. Nemohl však tušit, že se mu největším nepřítelem stane jeho vlastní osud. Osud, který byl psán plameny.;;;;;Ondřej Krejcar;Zdeněk Svěrák;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
302595;Válečná generace;s;2013;89,9936988;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/165/705/165705561_d168a0.jpg;https://www.csfd.cz/film/302595-valecna-generace/;Německo;Válečný / Historický / Drama;Válka generací;Berlín roku 1941. Pět přátel se touží stát hrdiny v dobrodružství, které změní tvář Evropy - a navždy změní i je samotné. Vyrovnaný a uhlazený důstojník Wilhelm odjíždí na východní frontu spolu se svým mladším bratrem Friedhelmem, citlivým snílkem, kterého mnohem víc než válka zajímá literatura. Do Wilhelma je hluboce zamilovaná Charlotte, mladá zdravotní sestřička, která se rovněž těší na své působení ve Wehrmachtu na východní frontě. Greta je talentovaná zpěvačka toužící stát se další Marlene Dietrich - a její židovský přítel Viktor stále nedokáže přesvědčit své rodiče, aby opustili Německo. Z lidských hodnot se začínají drát do popředí odvaha a statečnost - ale také zrada. Friedhelm se stane bezduchým strojem na zabíjení. Wilhelm dezertuje a je postaven před vojenský soud. Charlottina nacistická ideologie se rozpadne, když prozradí židovskou sestřičku sloužící ve Wehrmachtu. Greta zařídí Viktorovi doklady nezbytné k odjezdu tím, že prodá své tělo důstojníkovi SS. Všech pět našich přátel - a miliony dalších - chtělo být hrdiny, ale nikdo z nich se nedokázal představit, co udělá válka s jejich životy a se zbytkem světa... (Filmbox);V TV od 17.03.2013 ZDF;láska, přátelství, přátelé, 20. století, období 1940-1950, 2. světová válka, vojáci, vězení, armáda, nemocnice, nacisté, zima, nacismus;0.0;3.0;Philipp Kadelbach;Volker Bruch, Tom Schilling, Miriam Stein, Katharina Schüttler, Ludwig Trepte, Henriette Richter-Röhl, Mark Waschke, Götz Schubert, Christiane Paul, Sylvester Groth;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
1025669;Pantheon;s;2022;89,93987976;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/590/166590529_0e71e4.jpg;https://www.csfd.cz/film/1025669-pantheon/;USA;Animovaný / Drama / Sci-Fi;;Mladá žena začne dostávat zprávy z neznámého čísla, které tvrdí, že je její zesnulý otec. Když se snaží odhalit pravdu, narazí na větší spiknutí zahrnující singularitu. (Shr1nK);Na VOD od 01.09.2022 AMC+ (Season 1);rodina, smrt, budoucnost, apokalypsa, pokusy na lidech, posmrtný život;2.0;16.0;Ed Tadem, Melchior Zwyer, Micah Gunnell;Maude Apatow, Katie Chang, Paul Dano, Rosemarie DeWitt, Chris Diamantopoulos, Aaron Eckhart, William Hurt, Raza Jaffrey, Daniel Dae Kim, Ron Livingston;;https://www.netflix.com/title/81937398<br>https://www.netflix.com/title/81937398<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
8788;Možnosti dialogu;m;1983;89,9378882;12.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/967/166967806_af0915.jpg;https://www.csfd.cz/film/8788-moznosti-dialogu/;Československo;Animovaný / Krátkometrážní / Komedie;Dimensions of Dialogue;Mezilidské vztahy mají svá úskalí. Tři animované etudy na jedno téma, v podání mistra surrealismu Jana Švankmajera. Vířivý kaleidoskop svárů a příčin, které znemožňují dialog – tři animované metafory o světě, který nás obklopuje. V Možnostech dialogu (1982) pracoval Jan Švankmajer s asambláží, objekty, koláží, s aktéry animovaných modelací. Možnosti dialogu jsou jedním z nejslavnějších a nejúspěšnějších animovaných filmů a patří do Zlatého fondu české i světové animované kinematografie. (Česká televize);;surrealismus, stop motion animace, pokoj, plastelínová animace;;;Jan Švankmajer;;;https://www.ceskatelevize.cz/porady/21340-moznosti-dialogu?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://www.ceskatelevize.cz/porady/21340-moznosti-dialogu?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Berlinale (Berlin International Film Festival) (1x)<br>;;;;;
252499;Slavná alba: Nirvana - Nevermind;m;2005;89,93464052;74.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/165/091/165091045_985590.png;https://www.csfd.cz/film/252499-slavna-alba-nirvana-nevermind/;USA;Dokumentární / Hudební;Classic Albums: Nirvana - Nevermind;"Příběh alba, které společně s písní ""Smells Like Teen Spirit"" ovlivnilo celou generaci mladých lidí... Na počátku roku 1991 by málokdo předpovídal, že kapela Nirvana zamíří s albem ""Nevermind"" na první místo žebříčku alb amerického časopisu Billboard. K překvapení hudebního průmyslu a mnoha posluchačů se tak ale stalo. Písně zpěváka kapely Kurta Cobaina totiž spustily neuvěřitelnou vlnu zájmu mezi mladými lidmi. Dokument přibližuje nejen období, kdy Nirvana začala nahrávat ""Nevermind"", ale také jaký vliv měla nahrávka na hudební svět, na samotnou kapelu a proč dodnes zůstává milníkem v rockové historii. O vzpomínky na nahrávání, ale také na Kurta Cobaina, se podělí zbylí členové kapely Krist Novoselic a Dave Grohl, ale také třeba producent desky Butch Vig. (Česká televize)";;;;;Bob Smeaton;Dave Grohl, Krist Novoselic, Thurston Moore, Samuel Bayer;;https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/nirvana---nevermind/umc.cmc.622x2tnh8ph7rl838npk474cj<br>http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/nirvana---nevermind/umc.cmc.622x2tnh8ph7rl838npk474cj<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
1703542;Přísahám, že za to nemůžu;m;2025;89,92217899;121;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/316/170316749_yhn44l.jpg;https://www.csfd.cz/film/1703542-prisaham-ze-za-to-nemuzu/;Velká Británie;Drama / Životopisný;I Swear;Příběh Johna Davidsona (Robert Aramayo), kterému se v patnácti letech nezvratně změní život po náhlém propuknutí Tourettova syndromu. V roce 1983, kdy bylo toto onemocnění ještě málo známé, se u něho objeví nekontrolovatelné hlasové a tělesné tiky. Cítí se jako vyvrženec a postupně se uchyluje do studu a osamění. Po mnoha letech se to ale začne měnit, když se seznámí s Dottie (Maxine Peake), energickou matkou bývalého spolužáka, která právě zjistila, že má rakovinu v konečném stádiu. Vznikne mezi nimi nečekaný vztah, díky kterému John nachází vnitřní sílu a smysl života. Film byl natočen podle skutečného příběhu. (raininface);10.10.2025 StudioCanal UK;rodina, 20. století, dívka, otec, děti, matka, rodiče, chlapec, škola, sourozenci, dospívání, podle skutečného příběhu, učitel, rvačka, šikana, fotbal, trénink, období 1980-1990, trenér, učitelka, základní škola, spolužáci, ředitel školy, školní jídelna, Touretteův syndrom;;;Kirk Jones;Robert Aramayo, Shirley Henderson, Peter Mullan, Sanjeev Kohli, Steven Cree, Scott Ellis Watson, Maxine Peake, Jamie Marie Leary, Jason Alan Staines, Paul Donnelly;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;British Academy of Film and Television Arts (BAFTA) (3x)<br>British Independent Film Awards (BIFA) (7x)<br>;British Academy of Film and Television Arts (BAFTA) (3x)<br>British Independent Film Awards (BIFA) (2x)<br>;;;;;
1216653;Metoda Markovič: Hojer;s;2024;89,91000084;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/535/168535966_4z1meu.jpg;https://www.csfd.cz/film/1216653-metoda-markovic-hojer/;Česko;Krimi;Hojer(pracovní název);Co se stane, když zlu nastavíte lidskou tvář? Skutečný příběh muže, který se díky své metodě stal kriminalistickou legendou. Seriál podle případů kriminalisty Jiřího Markoviče se zaměřuje především na jeho výjimečný vztah se sériovým vrahem Ladislavem Hojerem. Bez příkras ukazuje reálnou policejní práci v tehdejším ČSSR. Odehrává se v několika časových rovinách a na pozadí nejděsivějších vražd 70. a 80. let. (Voyo);Na VOD od 26.01.2024 Voyo;rodina, vražda, policie, vyšetřování, podle skutečného příběhu, sériový vrah, znásilnění, výslech, policejní stanice, Praha, psychiatrická léčebna, psychiatr, kanibalismus, Brno;0.0;6.0;Pavel Soukup;Petr Lněnička, Petr Uhlík, Sarah Haváčová, Václav Neužil, Adam Mišík, David Prachař, Michal Isteník, Vojtěch Kotek, Dano Heriban, Petr Reif;;https://voyo.nova.cz/home<br>https://voyo.nova.cz/home<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Český lev (7x)<br>;Český lev (3x)<br>Ceny Asociace českých kameramanů (AČK) (1x)<br>Ceny české filmové kritiky (1x)<br>;;;;;
71286;Wallace a Gromit: Úžasné vynálezy;m;2002;89,89664083;25.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/458/458669_ec23ff.jpg;https://www.csfd.cz/film/71286-wallace-a-gromit-uzasne-vynalezy/;Velká Británie;Krátkometrážní / Animovaný / Komedie / Rodinný;Wallace & Gromit;Gastromat: Snídaně je oblíbeným jídlem Wallace a Gromita. Aby si ji nemuseli chystat sami, sestrojí Wallace gastromat - kuchaře a číšníka v jednom. Gromit ale robotovi nedůvěřuje a má pro to dobrý důvod! Telemazec: Wallace si sestrojí přepínač na televizi. Když však jednou potřebuje bleskově změnit program, objeví, že jeho vynález má jisté vady. Hi-tech fotbálek: Wallace by rád porazil Gromita ve fotbale. Opráší proto svůj stroj na střílení gólů. Už se zdá, že uspěje - jenže Gromit má schovaný tajný trumf. Sněhulákotron: Začíná každoroční soutěž o nejlepšího sněhuláka a Wallace je rozhodnut vyhrát za každou cenu. S pomocí jeho sněhulákotrona by to měla být záležitost stisknutí několika tlačítek. Gromit ale tuší, že to nedopadne dobře. Turbovařič: Uklízení po jídle je nanejvýš obtěžujíc záležitost. S pomocí nového Wallaceova vynálezu by to měla být hračka, stačí jen mít dostatek elektrického proudu. Všechno jde dobře, ale jen do chvíle než začnou světla zběsile poblikávat. Vysušenkovač: Každodenním Gromitovým úkolem je zametání, bohužel Wallace mu chce pomoci. Jeho vysušenkovač zastane všechnu práci a ještě má senzor na sušenky! Na vždy ale funguje úplně správně. Gratuloid: Slavnostní nálada před Vánoci inspiruje Wallace k dalšímu vynálezu. Jeho nový stroj na výrobu přáníček je tak dokonalý, že mu unikne zcela zásadní událost na zahradě. Nebezpečnostní vesta: Zabezpečení domácnosti je vždycky problém a Wallace má neustále strach, kdo se skrývá v temných stínech. Jeho nový vynález by měl spolehlivě odradit všechny lupiče. Spinkatron: Wallaceův vynález spinkatron má usnadnit usínání. Zatímco Wallace je se zařízením nadmíru spokojen, Gromit by se bez své účasti na chodu stroje obešel. Nákup č. 13: Nákupy můžou být pěkná fuška, a proto Wallace vyrobí automatický nákupní košík. Mis na nákup největší koule eidamu je ale ohrožena. Podaří se Gromitovi zachránit drahocenný sýr?;Na DVD od 25.05.2011 Hollywood Classic Entertainment (H.C.E.);psi, vynálezce, plastelínová animace;;;Loyd Price, Christopher Sadler;Peter Sallis;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
8650;Dobyvatelé ztracené archy;m;1981;89,88055888;115;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/669/167669323_powhec.png;https://www.csfd.cz/film/8650-dobyvatele-ztracene-archy/;USA;Dobrodružný / Akční / Drama / Fantasy;Indiana Jones a dobyvatelé ztracené archy;Rok 1936, Amazon/Tibet/Egypt. Legendární filmoví tvůrci, Steven Spielberg a George Lucas spojili své talenty a vytvořili Indiana Jonese, archeologa dovedně se ohánějícího bičem. Indy (Harrison Ford) je pověřen vládou Spojených států, aby našel Archu úmluvy se zvláštní mystickou silou, kterou chtějí získat pro své nekalé cíle nacisté. Indy uzavírá spojenectví s Marion Ravenwood a tato dvojice spolu prožívá jedno strhující dobrodružství za druhým. Indiana Jones se rychle stal jedním z nejpopulárnějších filmových hrdinů. A tak, ať již vidíte Dobyvatele ztracené archy poprvé nebo postoprvé, prožíváte vzrušující dobrodružství s nimi. Je to jedno z nejlepších filmových dobrodružství všech dob!;12.06.1981 Paramount Pictures;láska, smrt, útěk, zbraně, škola, podvod, ostrov, nacisté, indiáni, letadla, poušť, past, rituál, archeologie, ponorky, Wilhelm scream, hadi, pavouci, loď v ohrožení, artefakt, lovci pokladů, Egypt;;;Steven Spielberg;Harrison Ford, Karen Allen, John Rhys-Davies, Paul Freeman, Ronald Lacey, Wolf Kahler, Alfred Molina, Denholm Elliott, Anthony Higgins, Frank Marshall;;https://www.skyshowtime.com/cz/stream/movies/indiana-jones-a-dobyvatele-ztracene-archy/9012ad20-45d0-3c75-8790-b0e0533e8303<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/indiana-jones-and-the-raiders-of-the-lost-ark/umc.cmc.askk2uyh039pu6ik4h8kv4dn<br>https://www.youtube.com/watch?v=gBUjzQqZ32M<br>https://www.skyshowtime.com/cz/stream/movies/indiana-jones-a-dobyvatele-ztracene-archy/9012ad20-45d0-3c75-8790-b0e0533e8303<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/indiana-jones-and-the-raiders-of-the-lost-ark/umc.cmc.askk2uyh039pu6ik4h8kv4dn<br>https://www.youtube.com/watch?v=gBUjzQqZ32M<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (4x)<br>British Academy of Film and Television Arts (BAFTA) (6x)<br>César Awards (1x)<br>Golden Globes (1x)<br>The Saturn Awards (2x)<br>;Academy Awards (4x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>The Saturn Awards (8x)<br>;;;;;
778882;Když ptáci tančí;m;2019;89,87012987;51.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/903/163903746_2b0fb7.jpg;https://www.csfd.cz/film/778882-kdyz-ptaci-tanci/;USA;Dokumentární;Dancing with the Birds;Rajští ptáci předvádějí při dvoření svoje nejlepší pohyby od natřásání majestátního peří až po různé tanečky v naději, že přivábí partnerku. (Netflix);Na VOD od 23.10.2019 Netflix;les, divočina, tanec, džungle, ptáci, prales;;;Huw Cordey;Stephen Fry;;https://www.netflix.com/title/80186796<br>https://www.netflix.com/<br>https://www.youtube.com/watch?v=Eg0iSIHIK34&ab_channel=Netflix:BehindtheStreams<br>https://www.netflix.com/title/80186796<br>https://www.csfd.cz/vod/netflix/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
439789;Nadvláda;m;2018;89,86587183;120.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/161/589/161589635_7d5e0b.jpg;https://www.csfd.cz/film/439789-nadvlada/;Austrálie;Dokumentární;Dominion;Snímek Dominion bez milosti odhaluje různé způsoby využívání a zneužívaní zvířat především v masovém, mléčném, vaječném, textilním a zábavném průmyslu. Dokument byl natočen v Austrálii a kombinuje doposud nevídané záběry ze skrytých kamer a dronů. Ukazuje jak celé děsivé impérium založené na tajnostech, tak i jednotlivé příběhy jeho obětí. (Kinopilotu.cz);;zvířata, pokusy na zvířatech, živočišná výroba;;;Chris Delforce;Joaquin Phoenix, Rooney Mara, Sadie Sink, Chris Delforce, Sia;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
18780;Sedm statečných;m;1960;89,85358479;123;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/378/162378768_988b08.jpg;https://www.csfd.cz/film/18780-sedm-statecnych/;USA;Western / Dobrodružný / Akční;The Magnificent Seven;Vesnice Ixcatlan trpí nájezdy banditů vedených nelítostným Calverou, který vesničany každý rok připraví o většinu sklizně a zásob. Proto se vesničané rozhodnou nakoupit v nejbližším městečku zbraně a bránit se. Chtějí o svém plánu poradit s profesionálním pistolníkem Chrisem, který je nadchnul bravurním kouskem jehož byli svědky po svém příjezdu do městečka. Ten jim však poradí, aby si nekupovali drahé zbraně, se kterými stejně neumí zacházet, ale najali si střelce a sám se záležitosti ujme. Podaří se mu získat ještě šest dalších mužů a s nimi se vydá do ohrožené vesnice. Přestože první střetnutí s Calverovými muži dopadne pro statečné muže příznivě, nevyzpytatelná povaha vesničanů situaci zcela nečekaně zkomplikuje.;23.11.1960 United Artists;muž, smrt, přátelství, přátelé, násilí, zbraně, oběť (autonehody/zločinu), venkov, vesnice, boj o přežití, souboje, kamarádi, přestřelka, Divoký západ, spravedlnost, pistolníci, bandité, Mexiko, pohraničí, hranice, sekera;;;John Sturges;Yul Brynner, Steve McQueen, Horst Buchholz, Charles Bronson, Robert Vaughn, James Coburn, Brad Dexter, Eli Wallach, Jorge Martínez de Hoyos, Vladimir Sokoloff;;https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-magnificent-seven/umc.cmc.53y1a9ns7y1hoijgw6mpc6rdb<br>https://www.youtube.com/watch?v=5bAyk1WtUvk<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-magnificent-seven/umc.cmc.53y1a9ns7y1hoijgw6mpc6rdb<br>https://www.youtube.com/watch?v=5bAyk1WtUvk<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (1x)<br>;;;;;;
5342;Vyšší princip;m;1960;89,84518244;102;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/377/163377066_4b9fe7.png;https://www.csfd.cz/film/5342-vyssi-princip/;Československo;Drama / Válečný;Higher Principle;Vyšší princip Jiřího Krejčíka stál spolu s Weissovým filmem Romeo, Julie a tma (1959) v naší kinematografii u zrodu toho, co se v literatuře charakterizuje jako druhá vlna válečné prózy. Po letech schematizmu a zplošťujícího heroického patosu se na konci 50. let dostala pozvolna ke slovu díla, jež téma války zkomornila a v nichž hrdinství těch, kteří se postavili na odpor zlu a nacistické krutosti, už nebylo na první pohled tolik zjevné. Krejčík přitom sáhl po jedné z těsně poválečných povídek Jana Drdy, jejíž kratičký text spolu s autorem výrazně dotvořil. Ve filmové verzi stejnojmenné povídky tak není veškerá pozornost upřena pouze na neokázale statečné gesto staromládeneckého latináře, ale významnými se stávají i postoje studentů, pedagogů gymnázia a také celého maloměsta, všech těch, kteří jsou v čase heydrichiády vystaveni nemilosrdnému teroru. Vedle tlumeného holdu lidské odvaze zde Krejčík poprvé od konce války ukázal, co zmůže všudypřítomný strach, a také zrušil falešnou iluzi o jednotě národa semknutého v boji s nepřítelem. Svůj film přitom postavil nejen na emotivně působivých hereckých výkonech, ale rovněž na výsostném režijním umění. Jeho střízlivě vedené líčení se každou chvíli nepozorovaně překlání do polohy jitřivé citovosti, vyvolávající již v několika diváckých generacích spontánní pohnutí.;23.11.1960 Ústřední půjčovna filmů;černobílý film, smrt, 20. století, strach, zbraně, škola, období 1940-1950, pomsta, 2. světová válka, dospívání, učitel, studenti, střední škola, nacisté, podle povídky, nacismus, mučení, okupace, tajná policie, protiválečný, Protektorát Čechy a Morava, gestapo, heydrichiáda;;;Jiří Krejčík;František Smolík, Jana Brejchová, Ivan Mistrík, Jan Šmíd, Alexandr Postler st., Petr Kostka, Radovan Lukavský, Václav Lohniský, Marie Lukášová, Miroslav Svoboda;Jan Drda;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
